pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target
0,attri,0,attri,saxophone,big,True,"['Ġsax', 'ophone']",['Ġbig'],2,1,0.99956375,6.8507245e-05,7.970508e-05,8.939947e-05,4.8127968e-05,0.00015051679,0.0064659026,1,17
2,event,2,event,penguin,eat,True,"['Ġpengu', 'in']",['Ġeat'],2,1,7.1616356e-05,9.790457e-05,0.99949896,0.00011038519,9.278201e-05,0.00012828558,0.0073650484,1,6
5,random,5,random,coat,anddesign,True,['Ġcoat'],"['Ġand', 'design']",1,2,2.605358e-05,3.069382e-05,2.2888504e-05,2.576444e-05,9.046762e-05,0.9998042,0.0031002953,6,0
0,attri,0,attri,revolver,large,True,['Ġrevolver'],['Ġlarge'],1,1,0.9993217,6.9421294e-05,6.457165e-05,9.920319e-05,4.9544462e-05,0.00039545255,0.009333976,2,11
0,attri,0,attri,car,white,True,['Ġcar'],['Ġwhite'],1,1,0.9995572,7.223059e-05,0.00013926423,8.947402e-05,8.426776e-05,5.755327e-05,0.0065707457,5,25
5,random,5,random,broccoli,toxicity,True,['Ġbroccoli'],['Ġtoxicity'],1,1,3.426593e-05,2.576791e-05,2.26495e-05,2.6098769e-05,8.121764e-05,0.99981004,0.003025527,2,2
5,random,4,mero,frog,wart,False,['Ġfrog'],['Ġwart'],1,1,4.4520486e-05,6.061384e-05,3.220764e-05,5.6973044e-05,0.0017637472,0.99804187,0.021732021,4,3
4,mero,4,mero,villa,roof,True,"['Ġvill', 'a']",['Ġroof'],2,1,9.3936884e-05,7.9257814e-05,0.00019069546,5.4866367e-05,0.99892277,0.0006584394,0.013981407,4,5
1,coord,1,coord,horse,lion,True,['Ġhorse'],['Ġlion'],1,1,5.5553515e-05,0.9997012,7.918505e-05,7.6722434e-05,5.0551334e-05,3.6844667e-05,0.0046082363,6,4
5,random,5,random,banana,desolation,True,['Ġbanana'],"['Ġdes', 'olation']",1,2,3.5444835e-05,2.7021306e-05,2.7646407e-05,2.6150665e-05,5.944407e-05,0.99982435,0.0028386815,2,4
5,random,5,random,glider,renew,True,"['Ġgl', 'ider']",['Ġrenew'],2,1,2.6273245e-05,3.195489e-05,2.3228884e-05,2.655292e-05,7.952825e-05,0.99981254,0.0029917988,1,2
5,random,5,random,missile,plan,True,['Ġmissile'],['Ġplan'],1,1,2.3464157e-05,2.8541297e-05,3.686118e-05,2.2876955e-05,7.947905e-05,0.99980885,0.0030456253,2,7
1,coord,1,coord,giraffe,cow,True,"['Ġgir', 'affe']",['Ġcow'],2,1,4.4538345e-05,0.99965405,0.0001002913,0.00012076265,5.7130906e-05,2.328468e-05,0.0052104415,1,4
2,event,2,event,cat,purr,True,['Ġcat'],"['Ġpur', 'r']",1,2,0.00012834786,0.00016582478,0.99937797,0.00010178834,0.00014837952,7.784424e-05,0.008938555,10,3
5,random,5,random,fridge,release,True,['Ġfridge'],['Ġrelease'],1,1,2.7194405e-05,2.5795414e-05,3.1247273e-05,2.1744303e-05,8.619498e-05,0.9998079,0.003051171,1,22
5,random,5,random,bookcase,try,True,"['Ġbook', 'case']",['Ġtry'],2,1,2.3503573e-05,3.0136593e-05,3.038666e-05,2.0375284e-05,8.769048e-05,0.9998079,0.003046444,1,10
5,random,5,random,yacht,reception,True,['Ġyacht'],['Ġreception'],1,1,2.8567487e-05,2.6689986e-05,3.0811265e-05,1.9825768e-05,9.2194554e-05,0.99980193,0.0031297957,2,5
5,random,5,random,villa,clear,True,"['Ġvill', 'a']",['Ġclear'],2,1,0.00010520987,5.0456278e-05,0.0018497664,5.434495e-05,5.6028937e-05,0.9978842,0.023513984,4,45
2,event,2,event,radio,tune,True,['Ġradio'],['Ġtune'],1,1,7.833644e-05,7.813752e-05,0.99938285,5.6278524e-05,0.00023294032,0.00017153811,0.008776019,5,5
0,attri,0,attri,phone,noisy,True,['Ġphone'],['Ġnoisy'],1,1,0.9995819,5.8950078e-05,0.00012415592,0.00010321758,4.7996098e-05,8.37649e-05,0.006232116,4,2
5,random,5,random,ant,think,True,['Ġant'],['Ġthink'],1,1,2.4465126e-05,3.0317678e-05,3.4172423e-05,2.3712255e-05,6.5256325e-05,0.9998221,0.0028651108,1,14
5,random,5,random,lime,Mayan,True,['Ġlime'],"['ĠMay', 'an']",1,2,3.131407e-05,2.7232354e-05,2.6752767e-05,2.7240329e-05,6.601153e-05,0.9998215,0.0028751679,8,2
5,random,5,random,cypress,keywords,True,"['Ġcy', 'press']",['Ġkeywords'],2,1,2.9561252e-05,2.7960657e-05,1.8380486e-05,3.5200064e-05,9.241183e-05,0.99979645,0.003209628,2,0
2,event,2,event,mackerel,cook,True,"['Ġmac', 'ke', 'rel']",['Ġcook'],3,1,6.386381e-05,0.00010091475,0.9994236,0.00022741534,8.530093e-05,9.888609e-05,0.0082816705,2,7
2,event,2,event,robe,keep,True,['Ġrobe'],['Ġkeep'],1,1,0.0001372669,5.8969446e-05,0.9981944,0.00010200003,5.715406e-05,0.0014503371,0.021026298,4,25
1,coord,1,coord,table,wardrobe,True,['Ġtable'],['Ġwardrobe'],1,1,3.7308215e-05,0.9995906,0.00015428691,9.8749275e-05,8.027371e-05,3.8758197e-05,0.006067011,8,3
0,attri,0,attri,van,colorful,True,['Ġvan'],['Ġcolorful'],1,1,0.9995732,7.0263915e-05,6.7745525e-05,0.00013452086,4.8870766e-05,0.00010535427,0.0063450905,5,3
4,mero,4,mero,ambulance,wheel,True,['Ġambulance'],['Ġwheel'],1,1,7.637731e-05,8.857506e-05,0.00016108497,6.454515e-05,0.99880683,0.00080263766,0.015139126,1,11
4,mero,4,mero,truck,horn,True,['Ġtruck'],['Ġhorn'],1,1,9.381079e-05,0.000100112804,0.00032528213,5.6952485e-05,0.9990404,0.00038333944,0.012891126,3,12
5,random,5,random,hotel,variety,True,['Ġhotel'],['Ġvariety'],1,1,3.0506886e-05,3.071131e-05,2.4905003e-05,2.709713e-05,6.5060936e-05,0.9998217,0.002872024,1,6
5,random,5,random,spinach,flare,True,['Ġspinach'],['Ġflare'],1,1,2.7318027e-05,2.7765429e-05,2.2930359e-05,2.3159559e-05,9.771866e-05,0.9998011,0.003133061,2,15
2,event,2,event,hatchet,hold,True,"['Ġhat', 'chet']",['Ġhold'],2,1,0.00012284063,5.5719967e-05,0.99935144,7.2662486e-05,7.040548e-05,0.00032688753,0.009073669,2,45
5,random,5,random,dove,starting,True,['Ġdove'],['Ġstarting'],1,1,3.188926e-05,3.2098753e-05,1.7786493e-05,2.8074246e-05,9.451792e-05,0.9997956,0.0032190513,8,17
5,random,5,random,cat,dock,True,['Ġcat'],['Ġdock'],1,1,2.8014023e-05,2.8661923e-05,3.1188127e-05,2.062847e-05,7.3708856e-05,0.9998178,0.002918831,10,12
2,event,2,event,bed,lie,True,['Ġbed'],['Ġlie'],1,1,5.8990758e-05,0.00012018344,0.999403,0.000102943435,0.00020699539,0.00010789398,0.008573533,13,10
5,random,5,random,van,clinch,True,['Ġvan'],['Ġclinch'],1,1,2.8235532e-05,2.9511813e-05,2.2518521e-05,2.2577828e-05,9.416099e-05,0.999803,0.003110469,5,11
4,mero,4,mero,bowl,wood,True,['Ġbowl'],['Ġwood'],1,1,9.1161965e-05,9.299651e-05,0.00015858466,8.0791215e-05,0.99924576,0.00033062472,0.01047957,12,8
2,event,2,event,sword,cut,True,['Ġsword'],['Ġcut'],1,1,0.00010540122,6.4782536e-05,0.9993512,6.33826e-05,9.6330186e-05,0.00031875557,0.009100922,1,70
2,event,2,event,train,derail,True,['Ġtrain'],['Ġderail'],1,1,6.8523324e-05,8.5935215e-05,0.99946195,8.189078e-05,0.00011366167,0.00018814333,0.007814256,17,2
5,random,5,random,gun,bind,True,['Ġgun'],['Ġbind'],1,1,2.5479878e-05,2.8030567e-05,2.8800598e-05,2.2603735e-05,9.065722e-05,0.99980444,0.0030955523,8,11
5,random,5,random,hotel,newspaper,True,['Ġhotel'],['Ġnewspaper'],1,1,2.2659766e-05,3.5444806e-05,3.879841e-05,2.553931e-05,0.00013319317,0.99974436,0.003915361,1,4
1,coord,1,coord,saw,spoon,True,['Ġsaw'],['Ġspoon'],1,1,2.9667872e-05,0.9994677,0.0002544783,5.524055e-05,9.589509e-05,9.69745e-05,0.0076066502,28,5
5,random,5,random,desk,solubility,True,['Ġdesk'],"['Ġsol', 'ub', 'ility']",1,3,3.1568885e-05,2.6635513e-05,2.0932708e-05,3.0610776e-05,8.769678e-05,0.99980253,0.003127915,1,3
2,event,2,event,train,cost,True,['Ġtrain'],['Ġcost'],1,1,0.00013711634,4.839624e-05,0.999451,7.461437e-05,9.056357e-05,0.00019838635,0.007924459,17,5
2,event,2,event,frog,sit,True,['Ġfrog'],['Ġsit'],1,1,0.0001363805,6.537632e-05,0.9994011,7.088051e-05,7.0619935e-05,0.00025565128,0.008525382,4,10
5,random,5,random,bag,other,True,['Ġbag'],['Ġother'],1,1,2.627316e-05,2.8813458e-05,2.4969951e-05,2.6050062e-05,8.4567124e-05,0.9998093,0.0030320552,14,4
5,random,5,random,woodpecker,root,True,"['Ġwood', 'pe', 'cker']",['Ġroot'],3,1,9.845231e-05,0.00010897988,0.00011642576,0.0017330332,0.02736646,0.9705767,0.20405239,1,14
1,coord,1,coord,onion,garlic,True,['Ġonion'],['Ġgarlic'],1,1,6.5454034e-05,0.9996276,9.3438655e-05,0.00011313368,7.907093e-05,2.127869e-05,0.0055885203,3,2
5,random,5,random,birch,noise,True,"['Ġbir', 'ch']",['Ġnoise'],2,1,0.0002900923,2.6243108e-05,7.723952e-05,4.3323602e-05,5.5973658e-05,0.99950707,0.0069928705,5,7
5,random,5,random,glove,Prussian,True,['Ġglove'],"['ĠPr', 'ussian']",1,2,7.598559e-05,3.414558e-05,1.9024752e-05,2.7916372e-05,6.573083e-05,0.99977726,0.003501794,3,2
3,hyper,3,hyper,ant,insect,True,['Ġant'],['Ġinsect'],1,1,0.00013385966,0.00014654547,0.00011500489,0.99943155,0.00010112124,7.185109e-05,0.008244611,1,2
5,random,5,random,coconut,permission,True,['Ġcoconut'],['Ġpermission'],1,1,2.670341e-05,2.7840231e-05,2.1829988e-05,2.824073e-05,9.986014e-05,0.9997955,0.0032138778,3,2
5,random,5,random,revolver,hamstring,True,['Ġrevolver'],['Ġhamstring'],1,1,2.529603e-05,2.7845173e-05,2.6042253e-05,2.5652223e-05,9.484542e-05,0.9998004,0.0031510983,2,3
5,random,5,random,rabbit,empty,True,['Ġrabbit'],['Ġempty'],1,1,4.4028147e-05,2.8688075e-05,2.7785793e-05,1.9470745e-05,6.483499e-05,0.99981517,0.0029639264,4,10
2,event,5,random,missile,land,False,['Ġmissile'],['Ġland'],1,1,6.5074295e-05,7.11636e-05,0.9993855,9.359874e-05,8.9213616e-05,0.00029528126,0.008686732,2,18
2,event,2,event,jet,bomb,True,['Ġjet'],['Ġbomb'],1,1,2.893812e-05,0.00020840079,0.9988048,0.00015102154,0.0005448657,0.0002620196,0.015649715,9,5
2,event,2,event,bowl,keep,True,['Ġbowl'],['Ġkeep'],1,1,0.000111850415,6.433082e-05,0.99895006,8.665968e-05,5.817434e-05,0.00072890706,0.013462391,12,25
2,event,2,event,library,open,True,['Ġlibrary'],['Ġopen'],1,1,8.827166e-05,7.5770804e-05,0.99948055,8.964387e-05,7.4200885e-05,0.00019155146,0.0075640464,5,36
5,random,4,mero,sword,forte,False,['Ġsword'],"['Ġfor', 'te']",1,2,3.7685444e-05,4.1178173e-05,3.2122e-05,0.00019235263,0.00014605462,0.99955064,0.0065165884,1,5
5,random,5,random,giraffe,master,True,"['Ġgir', 'affe']",['Ġmaster'],2,1,2.4064766e-05,2.9279934e-05,3.4646917e-05,2.3528255e-05,7.5423515e-05,0.99981314,0.0029879059,1,15
2,event,2,event,hotel,construct,True,['Ġhotel'],['Ġconstruct'],1,1,7.301619e-05,7.806869e-05,0.9993961,0.0002321158,6.1196e-05,0.00015947016,0.008609941,1,7
0,attri,0,attri,ferry,empty,True,['Ġferry'],['Ġempty'],1,1,0.99915266,6.0042268e-05,0.00048370793,6.715027e-05,6.8690926e-05,0.0001676943,0.011375149,5,10
5,random,5,random,cod,trio,True,['Ġcod'],['Ġtrio'],1,1,3.1883388e-05,2.7927266e-05,2.011188e-05,2.622916e-05,8.979715e-05,0.9998041,0.003101431,7,5
3,hyper,3,hyper,shirt,artifact,True,['Ġshirt'],['Ġartifact'],1,1,0.00012772309,0.00013734467,0.00017843234,0.9994106,7.286651e-05,7.287937e-05,0.008489108,2,1
2,event,2,event,sword,hit,True,['Ġsword'],['Ġhit'],1,1,9.080937e-05,7.188986e-05,0.9994512,6.185153e-05,0.00011986472,0.00020428526,0.00793026,1,24
2,event,5,random,sofa,occupy,False,['Ġsofa'],['Ġoccupy'],1,1,0.00017158601,5.4470904e-05,0.99811685,8.0355734e-05,6.435298e-05,0.0015123946,0.021790791,1,8
2,event,2,event,villa,drink,True,"['Ġvill', 'a']",['Ġdrink'],2,1,0.00018130362,4.4519093e-05,0.9961915,5.262281e-05,0.00023531652,0.0032945813,0.039131235,4,10
5,random,5,random,pineapple,rehabilitate,True,['Ġpineapple'],"['Ġrehabilit', 'ate']",1,2,2.6100917e-05,2.6148979e-05,5.1022766e-05,1.9909321e-05,6.0704977e-05,0.9998161,0.002949483,2,3
4,mero,4,mero,shirt,fabric,True,['Ġshirt'],['Ġfabric'],1,1,6.79431e-05,7.8635414e-05,0.00017559735,0.000105132225,0.9992021,0.00037073888,0.010969178,2,2
5,random,5,random,pine,groundhog,True,['Ġpine'],"['Ġground', 'hog']",1,2,2.7954402e-05,8.076965e-05,3.1632684e-05,2.6093123e-05,8.823259e-05,0.9997453,0.0039468696,3,1
1,coord,1,coord,grapefruit,peach,True,"['Ġgrape', 'fruit']",['Ġpeach'],2,1,6.2086816e-05,0.9996773,7.4725554e-05,9.9623576e-05,6.1808976e-05,2.4469284e-05,0.0049208584,2,5
1,coord,1,coord,couch,table,True,['Ġcouch'],['Ġtable'],1,1,3.4417677e-05,0.9985868,0.0009974864,0.00014271744,0.00019724612,4.1433927e-05,0.017346092,4,8
4,mero,4,mero,jar,edge,True,['Ġjar'],['Ġedge'],1,1,8.164033e-05,6.4684275e-05,0.00018291303,6.3448846e-05,0.99877995,0.00082733994,0.015395072,8,10
5,random,5,random,moth,separate,True,['Ġmoth'],['Ġseparate'],1,1,2.591335e-05,3.0547635e-05,2.9594963e-05,2.3147752e-05,7.9906255e-05,0.9998109,0.0030151228,1,19
4,mero,4,mero,car,compartment,True,['Ġcar'],['Ġcompartment'],1,1,8.064202e-05,6.170456e-05,0.00021157517,6.0947772e-05,0.998514,0.0010711356,0.018106237,5,2
2,event,2,event,cannon,load,True,['Ġcannon'],['Ġload'],1,1,9.317097e-05,6.4391694e-05,0.999087,7.0066984e-05,9.723607e-05,0.0005882578,0.012036546,8,14
5,random,5,random,helicopter,negligence,True,['Ġhelicopter'],['Ġnegligence'],1,1,2.5871139e-05,3.0249166e-05,2.3772094e-05,2.3947392e-05,8.7734705e-05,0.9998085,0.0030398816,1,2
2,event,2,event,bowl,fill,True,['Ġbowl'],['Ġfill'],1,1,0.00018437371,0.00012437692,0.99925953,8.378038e-05,0.00028081558,6.716264e-05,0.010347321,12,11
4,mero,4,mero,hospital,floor,True,['Ġhospital'],['Ġfloor'],1,1,8.5423824e-05,6.790749e-05,0.00018707241,5.740918e-05,0.99883825,0.0007639483,0.014805468,2,12
5,random,5,random,lizard,expand,True,['Ġlizard'],['Ġexpand'],1,1,2.9998066e-05,2.6749443e-05,2.3997834e-05,2.4210352e-05,7.958941e-05,0.9998155,0.0029466362,2,7
4,mero,4,mero,sheep,wool,True,['Ġsheep'],['Ġwool'],1,1,0.00010503582,8.392487e-05,0.00018259777,6.647125e-05,0.99915636,0.00040554104,0.011500837,3,3
5,random,5,random,scarf,faint,True,['Ġscarf'],['Ġfaint'],1,1,3.240643e-05,3.0284511e-05,1.9723071e-05,2.3882743e-05,0.00010286393,0.99979085,0.003277194,5,8
0,attri,0,attri,sheep,black,True,['Ġsheep'],['Ġblack'],1,1,0.99957484,5.5867535e-05,0.00014792776,8.355225e-05,5.45358e-05,8.3333965e-05,0.006318227,3,22
5,random,5,random,crow,coupling,True,['Ġcrow'],['Ġcoupling'],1,1,2.7683103e-05,3.0412264e-05,1.974364e-05,2.8711409e-05,9.0269314e-05,0.99980325,0.0031140381,9,7
5,random,5,random,owl,student-run,True,['Ġowl'],"['Ġstudent', '-', 'run']",1,3,3.056396e-05,2.7350337e-05,3.8628874e-05,2.1951479e-05,5.706223e-05,0.99982446,0.0028366097,1,0
5,random,5,random,sweater,national,True,['Ġsweater'],['Ġnational'],1,1,3.3962762e-05,2.8578548e-05,2.0684934e-05,2.4190103e-05,8.981339e-05,0.99980277,0.0031202778,2,8
3,hyper,3,hyper,guitar,device,True,['Ġguitar'],['Ġdevice'],1,1,0.00011864884,0.00012614949,0.00015240174,0.99941325,7.396607e-05,0.00011559635,0.008486802,1,5
5,random,5,random,goose,een,True,['Ġgoose'],"['Ġe', 'en']",1,2,2.5325417e-05,3.110751e-05,3.2007825e-05,2.3769437e-05,9.0833244e-05,0.9997969,0.0032079832,6,0
0,attri,0,attri,pig,dirty,True,['Ġpig'],['Ġdirty'],1,1,0.99956566,5.6078672e-05,0.00013025297,0.00011801799,4.4283388e-05,8.570048e-05,0.0064378227,9,13
5,random,5,random,hotel,feed,True,['Ġhotel'],['Ġfeed'],1,1,1.7941742e-05,4.358586e-05,0.00014886027,2.9114131e-05,9.852866e-05,0.9996619,0.0050444147,1,13
2,event,5,random,sparrow,extirpate,False,"['Ġsp', 'arrow']","['Ġext', 'ir', 'p', 'ate']",2,4,0.00032995778,0.00013888966,0.9311389,0.00026001214,0.00015931524,0.06797298,0.370206,2,3
5,random,5,random,corkscrew,qualification,True,"['Ġcor', 'ks', 'crew']",['Ġqualification'],3,1,2.2927008e-05,3.2835786e-05,2.0175383e-05,2.8861561e-05,0.00011533158,0.9997799,0.0034186458,2,3
5,random,5,random,snake,minimum,True,['Ġsnake'],['Ġminimum'],1,1,3.3306507e-05,2.5628626e-05,2.2186454e-05,2.489141e-05,8.804175e-05,0.999806,0.0030758958,8,3
5,random,5,random,peach,separation,True,['Ġpeach'],['Ġseparation'],1,1,3.1500364e-05,2.4999172e-05,1.9403164e-05,3.0197984e-05,0.00010620003,0.99978775,0.0033185207,5,9
0,attri,0,attri,owl,brown,True,['Ġowl'],['Ġbrown'],1,1,0.99957937,7.3591764e-05,0.000102058395,0.00011706187,5.5939494e-05,7.210419e-05,0.0062816194,1,8
5,random,5,random,lettuce,bond,True,['Ġlettuce'],['Ġbond'],1,1,2.5798041e-05,2.8506009e-05,2.576905e-05,2.4201434e-05,8.5228465e-05,0.9998105,0.003013044,3,14
0,attri,0,attri,bag,full,True,['Ġbag'],['Ġfull'],1,1,0.9988686,8.738847e-05,0.0007393348,0.00011524865,4.5463665e-05,0.00014390663,0.014499871,14,13
5,random,5,random,couch,one-off,True,['Ġcouch'],"['Ġone', '-', 'off']",1,3,2.8748798e-05,2.8760589e-05,2.4410796e-05,3.2505744e-05,7.411531e-05,0.9998115,0.0030150467,4,1
5,random,5,random,coconut,accumulate,True,['Ġcoconut'],['Ġaccumulate'],1,1,2.6283307e-05,2.641571e-05,2.6992155e-05,2.354888e-05,9.7100106e-05,0.99979967,0.0031567016,3,2
1,coord,1,coord,gorilla,cat,True,['Ġgorilla'],['Ġcat'],1,1,5.6630885e-05,0.9996809,0.000103778395,6.352982e-05,4.876913e-05,4.64495e-05,0.0048855916,1,10
0,attri,0,attri,hatchet,small,True,"['Ġhat', 'chet']",['Ġsmall'],2,1,0.9986745,6.438991e-05,7.187901e-05,0.00012675276,6.151827e-05,0.0010008273,0.016270967,2,13
3,hyper,3,hyper,motorcycle,artifact,True,['Ġmotorcycle'],['Ġartifact'],1,1,0.00012374925,0.00014289383,0.0001889169,0.99940145,7.5720236e-05,6.7136316e-05,0.008598568,2,1
4,mero,4,mero,dresser,top,True,"['Ġdress', 'er']",['Ġtop'],2,1,0.00011474895,8.424093e-05,0.00019409248,9.3955954e-05,0.9946932,0.0048198253,0.051025577,5,22
5,random,5,random,snake,permission,True,['Ġsnake'],['Ġpermission'],1,1,2.9840132e-05,2.6366668e-05,2.3295259e-05,2.5458783e-05,8.25014e-05,0.99981254,0.0029862407,8,2
4,mero,4,mero,scooter,headlight,True,"['Ġsc', 'ooter']","['Ġhead', 'light']",2,2,0.00012892699,8.532199e-05,0.00012097487,7.074231e-05,0.9986889,0.0009052101,0.016410232,5,1
2,event,3,hyper,glider,transport,False,"['Ġgl', 'ider']",['Ġtransport'],2,1,0.0025511154,0.0019403772,0.5406478,0.4526943,0.0012296076,0.00093686103,1.0580611,1,11
5,random,2,event,dolphin,train,False,['Ġdolphin'],['Ġtrain'],1,1,1.988028e-05,3.7950413e-05,5.1105668e-05,2.0258063e-05,8.386402e-05,0.9997869,0.0033552726,2,17
5,random,5,random,scooter,weight,True,"['Ġsc', 'ooter']",['Ġweight'],2,1,4.8624144e-05,2.0492029e-05,0.0001546251,6.657088e-05,0.00047860917,0.9992311,0.010284261,5,10
1,coord,1,coord,fox,bull,True,['Ġfox'],['Ġbull'],1,1,4.8323902e-05,0.999705,7.0795846e-05,9.230209e-05,4.436612e-05,3.922416e-05,0.004547336,10,15
5,random,5,random,musket,verification,True,"['Ġmus', 'ket']",['Ġverification'],2,1,2.2200196e-05,3.1348765e-05,2.5511656e-05,2.5620717e-05,0.00014041358,0.99975485,0.003742826,1,2
5,random,2,event,bomb,place,False,['Ġbomb'],['Ġplace'],1,1,2.1339625e-05,2.8139792e-05,0.00038460444,0.00013863947,0.0001719276,0.99925536,0.010120436,5,32
1,coord,1,coord,cedar,willow,True,"['Ġc', 'edar']","['Ġwill', 'ow']",2,2,4.451617e-05,0.99967873,8.543621e-05,0.000113988244,4.8341346e-05,2.8795821e-05,0.0048817256,3,2
5,random,5,random,train,effort,True,['Ġtrain'],['Ġeffort'],1,1,2.935398e-05,2.9386667e-05,2.4048417e-05,2.2617805e-05,8.969837e-05,0.9998049,0.0030897676,17,4
3,hyper,3,hyper,cranberry,berry,True,"['Ġcran', 'berry']","['Ġb', 'erry']",2,2,0.00027258968,0.0068676444,9.898706e-05,0.99219006,0.00037593473,0.00019485306,0.071797304,2,4
4,mero,4,mero,car,gasoline,True,['Ġcar'],['Ġgasoline'],1,1,0.00018346682,0.00010158801,0.00038814542,6.241692e-05,0.9989951,0.000269236,0.013536557,5,1
0,attri,0,attri,piano,old,True,['Ġpiano'],['Ġold'],1,1,0.9995702,6.721146e-05,0.000100523896,0.00013755156,5.423995e-05,7.0293805e-05,0.006389572,4,9
1,coord,1,coord,guitar,organ,True,['Ġguitar'],['Ġorgan'],1,1,4.0039573e-05,0.9995771,0.00012309625,0.00017197558,6.3576495e-05,2.4187502e-05,0.0062015466,1,6
1,coord,1,coord,ferry,kayak,True,['Ġferry'],"['Ġkay', 'ak']",1,2,4.6737106e-05,0.9996834,9.388988e-05,6.852838e-05,5.1902764e-05,5.5511588e-05,0.004856549,5,2
1,coord,1,coord,restaurant,castle,True,['Ġrestaurant'],['Ġcastle'],1,1,0.00015001271,0.99935454,0.0001291518,0.000116480354,0.00020862011,4.1237134e-05,0.009178454,1,5
0,attri,0,attri,oven,electric,True,['Ġoven'],['Ġelectric'],1,1,0.9995784,7.323666e-05,0.00010702107,9.711242e-05,7.343738e-05,7.078e-05,0.00630456,1,4
5,random,5,random,bowl,continuum,True,['Ġbowl'],['Ġcontinuum'],1,1,2.7778016e-05,2.8510722e-05,2.172741e-05,2.4235489e-05,0.00011449099,0.9997832,0.0033706513,12,1
5,random,5,random,deer,stagger,True,['Ġdeer'],['Ġstagger'],1,1,3.101116e-05,2.6173557e-05,2.5399097e-05,2.280596e-05,7.748981e-05,0.9998172,0.0029242935,1,5
5,random,5,random,cello,other,True,"['Ġcell', 'o']",['Ġother'],2,1,2.417554e-05,3.810023e-05,2.1105474e-05,2.6920325e-05,0.00012257652,0.9997671,0.0035952423,1,4
0,attri,0,attri,screwdriver,useful,True,"['Ġscrew', 'driver']",['Ġuseful'],2,1,0.9995553,6.8005116e-05,8.358831e-05,0.00015493894,4.4440098e-05,9.3622766e-05,0.0065713925,2,2
5,random,5,random,lime,moat,True,['Ġlime'],"['Ġmo', 'at']",1,2,2.3059269e-05,3.2979762e-05,2.6176815e-05,2.7190521e-05,0.00012734508,0.9997633,0.0036463658,8,1
3,hyper,3,hyper,goose,waterfowl,True,['Ġgoose'],"['Ġwater', 'f', 'owl']",1,3,0.00021577763,0.00011999301,0.00017592944,0.99935466,6.544621e-05,6.8237336e-05,0.009169702,6,1
0,attri,0,attri,blouse,big,True,"['Ġbl', 'ouse']",['Ġbig'],2,1,0.9995315,7.07345e-05,8.474325e-05,8.5556676e-05,4.2651183e-05,0.00018481811,0.0068645673,1,17
5,random,5,random,wardrobe,process,True,['Ġwardrobe'],['Ġprocess'],1,1,2.4445579e-05,2.4482488e-05,2.7786566e-05,2.8289138e-05,9.115826e-05,0.99980384,0.0031039452,3,13
0,attri,0,attri,television,small,True,['Ġtelevision'],['Ġsmall'],1,1,0.99952734,5.21259e-05,0.0001236754,8.904047e-05,4.8632945e-05,0.0001592496,0.006933013,3,13
5,random,5,random,oven,fraction,True,['Ġoven'],['Ġfraction'],1,1,2.894601e-05,2.785798e-05,1.9720666e-05,2.8281354e-05,0.00010516329,0.99979,0.0032861475,1,4
1,coord,1,coord,flute,cello,True,"['Ġfl', 'ute']","['Ġcell', 'o']",2,2,3.9263683e-05,0.99965644,7.636781e-05,0.00014686528,5.1849023e-05,2.934685e-05,0.005164894,4,1
5,random,4,mero,birch,catkin,False,"['Ġbir', 'ch']","['Ġcat', 'kin']",2,2,2.2343233e-05,3.8815626e-05,2.8207667e-05,2.0534533e-05,0.00013402067,0.99975604,0.0037360813,5,1
5,random,5,random,blouse,key,True,"['Ġbl', 'ouse']",['Ġkey'],2,1,1.9653986e-05,3.377237e-05,3.310295e-05,2.354714e-05,0.00018995952,0.99969995,0.00444471,1,21
1,coord,1,coord,rabbit,whale,True,['Ġrabbit'],['Ġwhale'],1,1,6.499249e-05,0.99968576,8.180865e-05,8.7145665e-05,4.227622e-05,3.8139915e-05,0.004817559,4,3
1,coord,1,coord,giraffe,deer,True,"['Ġgir', 'affe']",['Ġdeer'],2,1,4.885708e-05,0.9996736,9.1105896e-05,0.000112444664,4.7047994e-05,2.6805501e-05,0.004951786,1,1
5,random,5,random,van,capture,True,['Ġvan'],['Ġcapture'],1,1,5.7412144e-05,6.0510774e-05,0.0022146548,4.390827e-05,7.593668e-05,0.99754757,0.026395656,5,11
5,random,5,random,motorcycle,presidential,True,['Ġmotorcycle'],['Ġpresidential'],1,1,3.4023287e-05,2.8083821e-05,2.1849539e-05,2.2070524e-05,9.214699e-05,0.9998018,0.0031304762,2,2
5,random,5,random,musket,please,True,"['Ġmus', 'ket']",['Ġplease'],2,1,1.9968202e-05,3.6857527e-05,3.280894e-05,2.1443315e-05,0.000120060155,0.9997689,0.0035728498,1,4
0,attri,0,attri,bull,grey,True,['Ġbull'],['Ġgrey'],1,1,0.9995123,6.6370056e-05,0.00021146702,9.493907e-05,4.5389646e-05,6.9516296e-05,0.007089839,15,13
1,coord,1,coord,rabbit,deer,True,['Ġrabbit'],['Ġdeer'],1,1,5.3373667e-05,0.99968517,8.060159e-05,0.00010711899,4.3469314e-05,3.0260524e-05,0.004804567,4,1
2,event,2,event,gun,die,True,['Ġgun'],['Ġdie'],1,1,7.899927e-05,8.202967e-05,0.99948955,0.00010725196,0.00010329627,0.00013887565,0.007487837,8,14
